f1,f2,f3,Target
-1.2364073994546323,-0.5034938689809905,0.9106925339475237,1
-1.8277580697836433,-0.19103242028388656,1.0801234104519617,1
-1.7603501905156622,-0.42883050672148804,-0.11221590765423742,1
-1.3125255470033173,-1.186617787093399,-0.28432105472558267,1
-1.1796485681421114,-2.6600623173185194,0.032041774618604316,1
-1.345109984790055,-0.699193872520133,0.8073064854805722,1
-1.47040836945248,0.5735285577518432,2.8860794353082113,1
0.08467300002565323,-1.670657691518594,0.5272982342269393,1
-1.105785765399046,-1.2651083616976486,1.903608475155983,1
-1.904381568943549,-0.41001151256989976,0.4177229049784896,1
-1.0012891759077895,-1.5150884679171255,-0.08957494964343224,1
-3.14918404943446,2.4207992418905016,1.098962899999132,1
-0.872477897387606,-2.0904419997087644,1.5592840062327693,1
-2.5023641059919126,1.1920434702249383,-0.052848407694155185,1
-1.542634472143562,-1.0296679335709789,0.8998690323836103,1
-1.3036861612509216,-0.4822364371427156,2.135262046658915,1
-1.557497933215226,-1.1099072087898345,-0.9562192582350415,1
-2.1329263980404947,2.7533765961163774,1.0885532682505643,1
-1.9337757741546022,-0.795819651346289,1.4725750369735138,1
-1.793439686683767,0.20344556341777392,1.2961975826504757,1
-2.851355315475182,2.052118212997661,-1.853634837169222,0
-1.624879737751014,-1.455275418493852,-0.2404338378103008,1
-1.5004816835095005,-0.5630206318423929,-0.3941389775204754,1
-2.1683626917330314,0.5046890241233479,-0.6127426865397663,1
-1.5519999431160654,-1.9928505858986445,1.7446406720076846,1
-2.1903950722324623,1.4462491441640692,1.388663887817849,1
-2.160515763521897,2.9267014732792718,-0.6374141202614693,1
-1.8936479677110771,-1.2322609483493325,-0.5329007756901742,1
-1.5130945232595308,-0.23396264662330335,0.5698822858340881,1
-1.0209619255544833,-1.0946762250241322,2.1700060539183874,1
-2.073859539289913,0.0887722804372567,0.6338241517656011,1
-2.857868234360114,1.569504691582745,1.245714351234059,1
-1.51608930214032,0.46905552473151646,0.8457077447321028,1
-1.831608942814961,0.0391548167903952,1.5036242725126607,1
-1.0645310011944995,-0.8796876191749206,-1.6615020953739108,1
-2.2856646426616076,1.665814525825538,-0.900653145275414,1
-3.7768376775906316,2.7791605015645113,-1.3720067527250819,0
-0.7392425989702234,0.08832449735714205,-0.053342602148770936,1
-1.7473448186423712,0.5606986633806805,1.889629520574933,1
-1.2282408994170313,0.8593713973249565,1.5011320399670287,1
-1.77298307420598,-0.4723230118155742,-0.6674169924639282,1
-0.611389494029779,-1.7441830292633087,-0.013702884241463294,1
-0.6219435652993349,-0.7126295096872909,-0.35606660394117684,1
-2.5679151076619484,0.8039486692332329,0.7619840764572836,1
-2.235530545217691,2.1081322315372253,0.7968927108390926,1
-1.4702765422922472,-0.13473045143047954,0.03648270713474401,1
-1.8114733430937144,0.3086959208671281,1.1667930100363102,1
-2.236757981814994,0.13973086883848473,0.12394161494771458,1
-2.1192929494612716,0.6407736118957178,-1.1944470078599956,0
-2.4659737999113474,3.176769808695941,-0.477358766771318,1
-1.094795814796983,0.00037255837725476003,1.707805186813393,1
-1.6703481501591517,0.504854962367318,-1.7613930833253113,0
-2.0548950299363407,-0.5538212056449239,-0.0288459601449428,1
-0.7929758861666472,-0.018096549160549823,0.8578228769531392,1
-2.2008631205821914,1.4854978514897146,0.870617818684453,1
-1.1863288701298047,-1.1886425601537691,0.7726640078364653,1
-1.6525455750555298,-0.9189433703796943,-0.7723921926240452,1
-1.9644523244065444,1.0623975998418482,0.9547205444290651,1
-1.3612159565542579,-0.11098789353066879,-1.9351465974445958,0
-1.6729703905543531,-1.2960771575108399,-0.2720910745444225,1
-0.6313842487899488,-0.7040588996128728,-0.3694561514350883,1
-1.936120079604532,0.763378794358435,0.8657850463076744,1
-0.8356391162662345,0.08468948143922331,1.8769609454361778,1
-2.446549364616128,1.7323164249848457,0.31181757543132355,1
-1.6676429225176752,-2.2077172047114937,-0.002525083703435034,1
-1.3901880513222755,-0.5112867200295023,-0.24780805645799295,1
-2.2202828824372216,-0.21859435339044161,1.1630990316949874,1
-0.547796566260508,0.6863245651086848,1.1964717139298837,1
-2.180494113119436,0.6685012656027822,-0.492077173109717,1
-2.2682526926706146,0.7745442615815131,0.9648376989194635,1
-1.1229429534997777,-1.077988885553835,1.2191769420710687,1
-1.1352985130350288,-0.3181478848374159,0.4012862432882586,1
-1.968735799865632,0.03494461102695661,-0.015961168611319236,1
-2.02285614764049,-0.9734156182075366,0.32050658250115777,1
-0.23872537766965968,-1.4811474562036184,-0.7203508577017614,1
-1.8379497015933026,-1.1777719899073529,1.788905916515222,1
-1.5358666824070617,-0.13613301209084025,0.9825393132844915,1
-1.311149658965062,-0.1952328912820727,-0.710829958400617,1
-1.390951097858008,-0.49774034157229624,1.5001664833349488,1
-2.388170535439354,0.7431717155472383,-2.601205971858149,0
-2.318844831978457,2.19176423198373,-0.44457207838599,1
-1.7039806225506056,0.323872386421563,-0.3593951268484328,1
-2.1758094662435092,0.9016571777220915,0.29194875162546,1
-1.3728948907491874,0.1551081048836047,1.3062733079995164,1
-1.6241453872642084,-1.1577509934966863,-0.6810770978747754,1
-1.6098971916390261,-1.2388807812072566,-0.6411597365664085,1
-2.5333546598648535,0.9671906062907294,-1.31179465786666,1
-1.6941924639527337,-0.13232470663716342,-0.8535242427678181,1
-0.891530910438859,0.07256463241189383,0.7350874248228979,1
-1.7395371935535595,-0.42915891286160135,-2.2273401559409587,1
-2.5297132910154696,0.7784718412180002,-0.3151798109010574,1
-1.4904687636583351,-1.545486236185412,2.146405994783436,1
-3.255282942118864,2.2324622127889064,-1.1244610990826014,1
-1.8496571654392275,-0.8172876419607638,-1.0805302779506816,1
-1.5845565430044555,-0.05810264255563432,0.10067050300444293,1
-2.06304540030886,1.462952798734668,1.1443891821782972,1
-1.5951685291085251,-0.18382006294664882,-0.4228708213893939,0
-1.7584023415545242,0.44315474376081776,-0.13090581276159072,1
-1.0103564288609967,-0.9525679986374871,1.0450537747453181,1
-2.008173602224033,-0.4414342264023,0.5991187932855495,1
-1.5973284094143125,-0.9465697538403112,-0.10471844122951987,1
-1.0191979684585264,-1.6307676198294159,-1.8052595689766024,1
-0.5836390346662025,-0.8747192299519558,-1.0277289383005013,1
-1.821706253260292,-0.0760772782550153,1.7333362081526547,1
-1.5135125099070557,-0.515807683123009,1.6920211808725762,1
-1.5722294656610016,0.04957403698900876,1.158051885974779,1
-1.710139990662065,0.554115488694812,0.21535434285034755,1
-1.751297764889283,-1.039175170643909,-0.3973563615589696,1
-1.2326376248016089,-1.1699222698400873,1.477910354113684,1
-1.75576893779774,0.4414328214890892,-0.5741358044343287,1
-1.4550067247556102,-0.6773877662114327,1.5567511138437025,1
-2.226357059732692,-0.3966512691680599,0.6353498704939378,1
-1.3288028643973018,1.1221299974206196,0.2976752733565578,1
-1.4918014301735527,-0.06127502407802719,1.3913128305488371,1
-1.4473362387407582,0.9511709644793374,0.7088382336110761,1
-1.3585518999554784,0.005977450342955923,0.5782793491078245,1
-1.7908796245671355,0.29002903018412535,1.6074132153695087,1
-1.4775011337342774,1.3701234293848858,0.8091606861863494,1
-1.248484961007185,0.08607491638294394,-0.2287712449833729,1
-0.770083488791543,1.3605605117844441,0.12167682359066409,1
-1.7607532176800886,-0.7119692456712828,-0.8543537476991461,1
-2.102546741465488,1.4363709555392126,0.887173552018957,1
-1.8459587338776071,0.658352407826182,0.42711688124620084,0
-1.4644882724568684,0.8517990475737734,1.0890888296580825,1
-1.5668175252937342,0.025938372540055262,1.1800613434674294,1
-2.0035948494083677,-1.0067766380974634,1.76565765121904,1
-1.7086095240187813,-0.9116074952964572,2.3026656402210475,1
-1.4611459316443947,1.2508161779086304,0.8164994606249173,1
-1.4429881607732424,0.8439452533665901,1.936407870360522,1
-1.0219836759612224,-0.2108877783192592,0.22555548559583102,1
-1.1188334673935187,-0.5764348663732011,0.5681291667746468,1
-2.103188186819666,0.024092544089572888,0.5588598945510395,1
-0.9363332938494449,-0.4250119464641111,1.2003999845132285,1
-2.524489784390693,0.7767995785547305,0.9298659888925436,1
-1.2208669502466167,-1.8222116236006525,1.3870803955440043,1
-1.2880079368933826,-0.34429347516450715,-1.9675218303101694,0
-2.550052482519688,0.272651875492283,1.691122333749172,1
-0.991453510802171,0.18308107172592142,0.5518972867982607,1
-2.0334952268055475,0.6667188586963244,0.08571686194703738,1
-2.7169321938962714,2.091613775807433,-1.5611452690839962,0
-1.8465943413034527,-0.5689409124758154,-1.0133853932247947,0
-1.7105755926626114,-1.3563767630170682,0.5698953793268468,1
-1.7009936332254998,1.5992739989930662,0.5290741385449671,1
-1.2670671472296962,-0.7037186883858494,0.9820197654185915,1
-0.6240658831673086,-1.8645673629082675,0.9231650628379818,1
-1.1212232957418866,-1.9458219670489794,0.40810917162886484,1
-2.7257293023412004,3.0766174298719564,1.0883363112712854,1
-1.1947338295328849,-0.32091609863151976,-0.8493751051608445,1
-2.0642943194107484,-0.48920059780876174,0.8225004241887435,1
-2.299989992679315,0.9855066077087856,-0.016326268815562057,1
-1.2530764063609268,-1.1509588288049295,-1.793402724171254,1
-1.8033437600983435,-0.7303047197415692,0.31337139266357456,1
-2.1780277105544497,-0.3251679192922354,0.9052782883557285,1
-1.3210699799148302,-0.6263985815072224,-0.938033233725698,1
-0.8768294999974339,-0.8458546908517768,-0.228438742201288,1
-2.472362142676949,0.9416553840633644,0.2546713841235287,1
-1.68187427812819,0.9100856917878493,-0.7072074486456624,1
-0.7530995184734671,-0.004952479090931232,1.150838684138278,1
-1.9066018388110908,-0.2145785894998983,0.7006424040660626,1
-1.4187111986066736,0.44724704000769905,1.2338078600575249,1
-1.4738821666043302,-0.6701441009337892,0.48475898791175265,1
-2.0818517993577346,1.2919190940449148,0.19968790095700004,1
-1.5578270205058227,-1.0661387604535282,1.6113271648324667,0
-1.6315540613793695,0.8559054968604475,-0.7170751232617191,1
-0.9653794927353867,-0.5559013339809921,0.17954342834563206,1
-2.6386925874250284,0.6223273120842946,-0.3385334181981287,1
-1.776832011608669,0.03727196611324387,-1.1562630746341798,0
-0.8924225322719309,0.9161952031190532,1.4963664920210362,1
-0.9432153081677509,-0.9841203804131803,1.2382350245178888,1
-1.403619892499501,-0.9774547748895628,1.013681177117075,1
